Marke	Artikelnummer	Kurzbezeichnung	Baujahr	TieferlegungVA	TieferlegungHA	VerstellungVA	VerstellungHA	Auflagen	Zulassung	AchslastVA	AchslastHA	Lieferumfang	Ausfuehrung	Hinweise	Produkt	Durchmesser	EANcode	VerpackungL	VerpackungB	VerpackungH	VerpackungG	Produktkategorie	FederbeinklemmdurchmesserVA	FahrzeugElektronischeDaempferregelung	Hinterachsausfuehrung	Einschraenkung	EinschraenkungF	TieferlegungVAmin	TieferlegungVAmax	TieferlegungHAmin	TieferlegungHAmax	Versandpaket	UPC	Produkthinweis	Zuordnungshinweis	HinweisE	Vk	Hersteller	Modell	Typ	Handelsname	Bauform	Kraftstoffart	Kw	Hubraum	Zylinder	Antriebsart	Hsntsn	Fahrzeugid	Flag_matching
KW	253100AP	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	20-45	20-45	Gewinde	Gewinde	62,91,405	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn	50	4250580472209					Gewindefedern	53	nein								1		Für Fahrzeuge mit einem VA-Stoßdämpferdurchmesser 50mm / Federbein Klemmdurchmesser 53mm	Für Fahrzeuge ohne elektronische Dämpferregelung	62=Nicht für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden) - 405=Nur für Fahrzeuge mit VA-Stoßdämpferdurchmesser 50mm (nicht 48,5mm) / Federbein Klemmdurchmesser 53mm	749	AUDI	A4 Avant (B9) B8, 8W5  (08/2015-)	B9	35 TDI	Kombi	Diesel	110	1968	4	Frontantrieb	0588BFU	68141;93393;	1
KW	253100AP	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	20-45	20-45	Gewinde	Gewinde	62,91,405	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn	50	4250580472209					Gewindefedern	53	nein								1		Für Fahrzeuge mit einem VA-Stoßdämpferdurchmesser 50mm / Federbein Klemmdurchmesser 53mm	Für Fahrzeuge ohne elektronische Dämpferregelung	62=Nicht für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden) - 405=Nur für Fahrzeuge mit VA-Stoßdämpferdurchmesser 50mm (nicht 48,5mm) / Federbein Klemmdurchmesser 53mm	749	AUDI	A4 Avant (B9) B8, 8W5  (08/2015-)	B9	40 TDI	Kombi	Diesel	140	1968	4	Frontantrieb	0588BFV	65597;69568;	1
KW	253100AP	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	20-45	20-45	Gewinde	Gewinde	62,91,405	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn	50	4250580472209					Gewindefedern	53	nein								1		Für Fahrzeuge mit einem VA-Stoßdämpferdurchmesser 50mm / Federbein Klemmdurchmesser 53mm	Für Fahrzeuge ohne elektronische Dämpferregelung	62=Nicht für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden) - 405=Nur für Fahrzeuge mit VA-Stoßdämpferdurchmesser 50mm (nicht 48,5mm) / Federbein Klemmdurchmesser 53mm	749	AUDI	A4 Avant (B9) B8, 8W5  (08/2015-)	B9	30 TDI	Kombi	Diesel	90	1968	4	Frontantrieb	0588BHO | 0588BIL	68000;75899;67656;	1
KW	253100AP	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	15-40	20-45	Gewinde	Gewinde	62,91,405	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn	50	4250580472209					Gewindefedern	53	nein								1		Für Fahrzeuge mit einem VA-Stoßdämpferdurchmesser 50mm / Federbein Klemmdurchmesser 53mm	Für Fahrzeuge ohne elektronische Dämpferregelung	62=Nicht für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden) - 405=Nur für Fahrzeuge mit VA-Stoßdämpferdurchmesser 50mm (nicht 48,5mm) / Federbein Klemmdurchmesser 53mm	749	AUDI	A4 (B9) 8W2, B8  (05/2015-)	B9	40 TDI quattro	Stufenheck	Diesel	140	1968	4	Allrad	0588BFN	71961;68935;	1
KW	253100AP	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	15-40	15-40	Gewinde	Gewinde	62,91,405	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn	50	4250580472209					Gewindefedern	53	nein								1		Für Fahrzeuge mit einem VA-Stoßdämpferdurchmesser 50mm / Federbein Klemmdurchmesser 53mm	Für Fahrzeuge ohne elektronische Dämpferregelung	62=Nicht für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden) - 405=Nur für Fahrzeuge mit VA-Stoßdämpferdurchmesser 50mm (nicht 48,5mm) / Federbein Klemmdurchmesser 53mm	749	AUDI	A5 (B8) F53  (06/2016-)	B8	40 TDI quattro	Coupe	Diesel	140	1968	4	Allrad	0588BIY	71388;78814;	1
KW	253100AP	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	20-45	20-45	Gewinde	Gewinde	62,91,405	Teilegutachten (§19.3)	-1145	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn	50	4250580472209					Gewindefedern	53	nein								1		Für Fahrzeuge mit einem VA-Stoßdämpferdurchmesser 50mm / Federbein Klemmdurchmesser 53mm	Für Fahrzeuge ohne elektronische Dämpferregelung	62=Nicht für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden) - 405=Nur für Fahrzeuge mit VA-Stoßdämpferdurchmesser 50mm (nicht 48,5mm) / Federbein Klemmdurchmesser 53mm	749	AUDI	A5 Sportback (B8) F5A  (06/2016-)	B8	35 TDI	Schrägheck	Diesel	110	1968	4	Frontantrieb	0588BLS	67301;	0
KW	253100AP	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	20-45	20-45	Gewinde	Gewinde	62,91,405	Teilegutachten (§19.3)	-1145	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn	50	4250580472209					Gewindefedern	53	nein								1		Für Fahrzeuge mit einem VA-Stoßdämpferdurchmesser 50mm / Federbein Klemmdurchmesser 53mm	Für Fahrzeuge ohne elektronische Dämpferregelung	62=Nicht für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden) - 405=Nur für Fahrzeuge mit VA-Stoßdämpferdurchmesser 50mm (nicht 48,5mm) / Federbein Klemmdurchmesser 53mm	749	AUDI	A5 Sportback (B8) F5A  (06/2016-)	B8	40 TDI	Schrägheck	Diesel	140	1968	4	Frontantrieb	0588BJN	67736;73311;	1
KW	253100AP	Höhenverstellbarer Federnsatz (Gewindefedern)	03/2017-	25-50	25-50	Gewinde	Gewinde	62,91,405	Teilegutachten (§19.3)	-1185	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn	50	4250580472209					Gewindefedern	53	nein								1		Für Fahrzeuge mit einem VA-Stoßdämpferdurchmesser 50mm / Federbein Klemmdurchmesser 53mm	Für Fahrzeuge ohne elektronische Dämpferregelung	62=Nicht für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden) - 405=Nur für Fahrzeuge mit VA-Stoßdämpferdurchmesser 50mm (nicht 48,5mm) / Federbein Klemmdurchmesser 53mm	749	AUDI	A5 Cabriolet (B8) F57  (11/2016-)	B8	40 TDI	Cabriolet	Diesel	140	1968	4	Frontantrieb	0588BKR	67349;68460;	1
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1145	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Sportback (B8) F5A  (06/2016-)	B8	2.0 TDI	Schrägheck	Diesel	140	1968	4	Frontantrieb	0588BJN	67736;73311;	1
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1145	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Sportback (B8) F5A  (06/2016-)	B8	2.0 45 TFSI	Schrägheck	Benzin	185	1984	4	Frontantrieb	0588BJL	76199;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 Avant (B9) B8, 8W5  (08/2015-)	B9	2.0 TDI	Kombi	Diesel	100	1968	4	Frontantrieb	0588BGM	69677;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 Avant (B9) B8, 8W5  (08/2015-)	B9	1.4 TFSI	Kombi	Benzin	110	1395	4	Frontantrieb	0588BFR | 0588BIG	71611;69666;81149;	1
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 Avant (B9) B8, 8W5  (08/2015-)	B9	2.0 TDI	Kombi	Diesel	140	1968	4	Frontantrieb	0588BFV	65597;69568;	1
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 Avant (B9) B8, 8W5  (08/2015-)	B9	2.0 TDI	Kombi	Diesel	110	1968	4	Frontantrieb	0588BFU	68141;93393;	1
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 Avant (B9) B8, 8W5  (08/2015-)	B9	3.0 TDI	Kombi	Diesel	160	2967	6	Frontantrieb	0588BFX | 0588BHK	82425;77055;83168;	1
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 Avant (B9) B8, 8W5  (08/2015-)	B9	2.0 TFSI	Kombi	Benzin	140	1984	4	Frontantrieb	0588BFS | 0588BGY	65949;68574;82504;	1
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 Avant (B9) B8, 8W5  (08/2015-)	B9	2.0 TDI	Kombi	Diesel	90	1968	4	Frontantrieb	0588BHO | 0588BIL	68000;75899;67656;	1
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	15-40	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 (B9) 8W2, B8  (05/2015-)	B9	2.0 TFSI quattro	Stufenheck	Benzin	185	1984	4	Allrad	0588BFK	65971;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	15-40	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 (B9) 8W2, B8  (05/2015-)	B9	2.0 TFSI quattro	Stufenheck	Benzin	183	1984	4	Allrad	0588BGA	72230;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	15-40	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 (B9) 8W2, B8  (05/2015-)	B9	2.0 TDI quattro	Stufenheck	Diesel	140	1968	4	Allrad	0588BFN	71961;68935;	1
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	15-40	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 (B9) 8W2, B8  (05/2015-)	B9	2.0 TDI quattro	Stufenheck	Diesel	120	1968	4	Allrad	0588BIR	82166;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	10/2015-	15-40	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A4 (B9) 8W2, B8  (05/2015-)	B9	2.0 TDI quattro	Stufenheck	Diesel	110	1968	4	Allrad	0588BIQ	68895;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	15-40	15-40	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 (B8) F53  (06/2016-)	B8	2.0 TDI quattro	Coupe	Diesel	140	1968	4	Allrad	0588BIY	71388;78814;	1
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	15-40	15-40	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 (B8) F53  (06/2016-)	B8	2.0 TFSI quattro	Coupe	Benzin	183	1984	4	Allrad	0588BKD	78523;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	15-40	15-40	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1135	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 (B8) F53  (06/2016-)	B8	2.0 TFSI quattro	Coupe	Benzin	185	1984	4	Allrad	0588BIW	66020;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1145	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Sportback (B8) F5A  (06/2016-)	B8	2.0 TDI	Schrägheck	Diesel	110	1968	4	Frontantrieb	0588BLS	67301;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1145	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Sportback (B8) F5A  (06/2016-)	B8	3.0 TDI	Schrägheck	Diesel	160	2967	6	Frontantrieb	0588BJP	75379;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1145	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Sportback (B8) F5A  (06/2016-)	B8	2.0 40 TFSI	Schrägheck	Benzin	140	1984	4	Frontantrieb	0588BJJ	82922;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1145	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Sportback (B8) F5A  (06/2016-)	B8	1.4 TFSI	Schrägheck	Benzin	110	1395	4	Frontantrieb	0588BLD	77174;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	01/2017-	20-45	20-45	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1145	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Sportback (B8) F5A  (06/2016-)	B8	2.0 TDI	Schrägheck	Diesel	100	1968	4	Frontantrieb	0588BMJ	79950;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	03/2017-	25-50	25-50	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1185	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Cabriolet (B8) F57  (11/2016-)	B8	2.0 TDI	Cabriolet	Diesel	110	1968	4	Frontantrieb	0588BLT	68102;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	03/2017-	25-50	25-50	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1185	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Cabriolet (B8) F57  (11/2016-)	B8	2.0 TFSI	Cabriolet	Benzin	185	1984	4	Frontantrieb	0588BKL	91027;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	03/2017-	25-50	25-50	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1185	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Cabriolet (B8) F57  (11/2016-)	B8	3.0 TDI	Cabriolet	Diesel	160	2967	6	Frontantrieb	0588BKT	87899;	0
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	03/2017-	25-50	25-50	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1185	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Cabriolet (B8) F57  (11/2016-)	B8	2.0 TDI	Cabriolet	Diesel	140	1968	4	Frontantrieb	0588BKR	67349;68460;	1
KW	253100AQ	Höhenverstellbarer Federnsatz (Gewindefedern)	03/2017-	25-50	25-50	Gewinde	Gewinde	55,91	Teilegutachten (§19.3)	-1185	-1200	Set (VA+HA)	Höhenverstellbare Federn		Höhenverstellbare Federn		4250580472216					Gewindefedern		ja								1			Für Fahrzeuge mit elektronischer Dämpferregelung	55=Nur für Fahrzeuge mit elektronischer Dämpferregelung - 91=VA + HA höhenverstellbar (Federnsatz bestehend aus VA+HA Federn mit Höhenverstellung, kann ausschließlich mit Seriendämpfern verwendet werden)	749	AUDI	A5 Cabriolet (B8) F57  (11/2016-)	B8	2.0 40 TFSI	Cabriolet	Benzin	140	1984	4	Frontantrieb	0588BKJ	81261;	0
